"Club","About","URL"
"Kung Fu/Tai Chi Club at the University of Washington","The purpose of the Kung Fu Tai Chi club at the UW is to practice and refine our skills in Hung Gar, Kung Fu and Tai Chi. Take part in events such as Lion dance, spar, form demonstrations, and get involved in the community surrounding traditional martial arts.","https://huskylink.washington.edu/organization/uwkungfu"
"Kyokushin Karate Washington Club","""Kyokushin"" means ""Ultimate Truth."" Kyokushin Karate was born in the determination for the pursuit of ultimate truth of mind, technique, and body. Thus, it shall be the purpose of this organization to teach Karate, in accordance with the guidelines provided by the International Karate Organization (IKO) Kyokushinkaikan, not only as a form of unarmed combat but as a way to discipline the body in order to improve the spirit. This organization shall follow the Karate way of building character, and training the mind and body to contribute to society, based on Sosai Mas Oyama's Kyokushin spirit, ""Keep your head low (modesty), eyes high (ambition), mouth shut (serenity); base yourself on filial piety and benefit others."" Kyokushin Karate has been known as ""The strongest karate,"" not only because of the incredible feats of strength and endurance that Founder Masutatsu Oyama performed, but also because of the rigorous requirements of the training and tournaments. By practicing Karate, one can increase his/her alertness, self-awareness and selfconfidence by conditioning the body as improving speed, strength, and coordination. It is to achieve the unity of body and spirit. We in Kyokushin Karate-Do do not promote or practice discrimination or prejudice based on ethnicity, race, nationality, politics, philosophy, religion, sex or age and recognize that everyone has the same rights. Our greatest pursuit is to contribute to society through the wisdom of Kyokushin Karate-Do, and to reach for the goal of international friendship and World Peace.","https://huskylink.washington.edu/organization/kkwa"
"Lambda Phi Epsilon","Lambda Phi Epsilon’s vision is to become the preeminent international Asian interest fraternal organization, providing outstanding leadership, philanthropy, and advocacy in the community.Alpha Zeta Chapter of Lambda Phi Epsilon (ΛΦΕ, also known as ""Lambdas"") was founded at the University of Washington on February 14th, 1999. ΛΦΕ is a chartering organization of the UW United Greek Council. ΛΦΕ is the only Asian American interest fraternity to be nationally recognized by the North-American Interfraternity Conference. ΛΦΕ is also the only Asian American interest fraternity established as a nonprofit organization within the State of Washington, and ΛΦΕ is the only Asian American interest fraternity that has an established alumni association within the Pacific Northwest.Interested in joining our eternal brotherhood? Email us at lambdas@uw.edu for more information or to meet up with our Recruitment Chair. ""Like"" our Facebook page (http://fb.com/uwlambdas) to stay updated on all of our latest events!","https://huskylink.washington.edu/organization/lambdaphiepsilon"
"Lambda Theta Alpha Latin Sorority, Incorporated.","The purpose of Lambda Theta Alpha shall be to provide a sisterhood based on unity, love, and respect in an effort to foster the development of strong leaders who will then provide and practice political, social, and cultural activities. It shall also be the purpose of Lambda Theta Alpha to promote unity through charitable and educational programs, maintain a higher standard of learning, and serve as a voice for all students. Lambda Theta Alpha’s core values are tied to our commitment to give back to the community. Our Founding Mothers were pioneers of this movement when they devoted our organization to fostering a support group for women in higher education during a time when none existed. We strive to continue working towards the enrichment of marginalized communities and groups by dedicating our time to fundraising and volunteering. It was as a result of this that Lambda Theta Alpha selected St. Jude Children’s Research Hospital as its national philanthropy in January 2010. We hope that in alleviating obstacles and garnering opportunities, our communities will continue to live and thrive.","https://huskylink.washington.edu/organization/uwlta"
"Lambda Theta Phi Latin Fraternity, Inc. Delta Mu Chapter","Lambda Theta Phi Latin Fraternity Inc. is an organization committed to academic excellence, community service, cultural awareness, professionalism, and leadership. Lambda Theta Phi Latin Fraternity Inc. allows for individuals to grow academically and ultimately graduate. Lambda Theta Phi is committed to the professional success of undergraduate brothers and strives to connect these individuals with a career after graduation through our extensive network of brothers. Lambda Theta Phi Latin Fraternity Inc is the first Latino-interest fraternity in the nation founded on December 1st, 1975. Since that day we have been committed to holding up these commitments and establishing a positive culture that promotes brotherhood, unity and success. En La Union Esta La Fuerza!","https://huskylink.washington.edu/organization/seattlelambdas"
"Lao Student Association","We, the Lao Student Association at the University of Washington strive to provide a safe and inclusive environment for Lao and non-Lao students alike. We aim to educate others on our rich culture and history, and uplift the voices in our community. Our objective is to encourage Lao students to attend the UW in order to pursue higher education and to provide resources for incoming students and seeking members of the community of all ages. We work to promote togetherness amongst Lao and non-Lao students in order to diminish the gaps and misunderstandings of the culture.Get involved by following our Instagram and Facebook!","https://huskylink.washington.edu/organization/laosauw"
"Latine International Graduate Students Association","LIGSA is a dynamic and supportive community open to all students attending Graduate Schools at UW that celebrates the diverse cultural backgrounds of Latin American graduate students at UW. Our mission is to help our members thrive academically, professionally, and personally while promoting cross-cultural understanding through engaging events and activities. LIGSA offers a range of opportunities, including social events, presentations from scholars and professionals, and a cultural space for performing arts. The quarterly Latine Graduate Students Mixer is a particularly popular event, providing a platform for building connections and networking among members.","https://huskylink.washington.edu/organization/ligsa"
"Latine Student Union at the University of Washington","The Latine Student Union is committed to building a friendly, supportive and empowering community for Latine students from different cultural and racial backgrounds. We also seek to promote Latine culture and raise awareness of issues within the Latine community through cultural, academic, and social events.","https://huskylink.washington.edu/organization/lsuuw"
"Latino Medical Student Association","The Latino Medical Student Association (LMSA) is a national organization of students, alumni and health professionals whose mission is to unite and empower medical students through service, mentorship and education to advocate for the health of the Latino community. We aim to promote the development of students through educational, mentorship, volunteer, professional and networking opportunities to foster diversity and higher education, as well as to address Latino health issues through advocacy and community service.","https://huskylink.washington.edu/organization/lmsa"
"Latinx Law Student Association","The Latinx Law Students Association (LLSA) is committed to fostering a supportive community for Latinx students and allies through mentorship, advocacy, and outreach. Our mission is to empower youth interested in pursuing law and support newly admitted law students by offering guidance and resources. We sponsor programs and events that raise awareness about the legal and social issues affecting our communities and advocate for minority and social justice causes within the law school, the legal profession, and beyond. LLSA is open to all who share our dedication to these values and wish to promote justice and equity in our communities.","https://huskylink.washington.edu/organization/llsala"
"N/A","N/A","https://huskylink.washington.edu/organization/lavenderpages"
"Law and Business Association","The Law & Business Association seeks to connect, educate, and provide opportunities to law students interested in business law by engaging with practitioners, faculty, and other students across the University. Explore your interest in all realms of corporate and commercial law, including practice areas such as mergers and acquisitions, finance, and employment.","https://huskylink.washington.edu/organization/lbauw"
"League of Legends @ UW","The purpose of League of Legends @ UW (formerly known as ""Purple Caster Minions"") is to create and nurture a positive League of Legends community at the University of Washington. We cater to both League of Legends players and Teamfight Tactics players. Come meet new people and partake in our events! We offer a space to meet new people, host tournaments and watch parties, and more! Join us at https://discord.gg/uGNEGrq4AF where we are most active!","https://huskylink.washington.edu/organization/lolpcm"
"LeetCode Club","Our mission is to help undergraduate and graduate students at the University of Washingtonbreak into tech by solving LeetCode problems. Each week, we will meet and discuss new jobopportunities in computer science, share OA and interview experiences, and develop behavioral andtechnical interview skills, with an emphasis on LeetCode problem solving. You will have the opportunityto solve interesting and challenging technical problems of various difficulty, participate in optionalLeetCode competitions, and present your solutions to the group. We offer support and learningmaterials for what can be a very overwhelming process. We will also host Q&A sessions with UW CSalumni where you can hear about their job search experience, tips and tricks, and the interview processat their current company.","https://huskylink.washington.edu/organization/leetcode-club"
"N/A","N/A","https://huskylink.washington.edu/organization/leonorechamberorchestra"
"Linguistics Society at the University of Washington","We gather in order to discuss issues relevant to the department and our linguistic studies. We organize weekly colloquia, nominate visiting speakers, plan social events, and obtain funding for department activities.","https://huskylink.washington.edu/organization/lsuw"
"Louis Stokes Alliance for Minority Participation","The Louis Stokes Alliance for Minority Participation (LSAMP) is designed to increase the quality and number of students from under-represented minority groups who complete undergraduate degrees in science, technology, engineering, and mathematics (STEM). This program is funded by the National Science Foundation with the long-term goal of increasing the number of under-represented students who enter STEM professions and who earn doctorates in the STEM fields. LSAMP Alliances across the country are designed to provide support services at many levels to help interested students succeed in STEM majors and careers and to provide networks with other LSAMP Scholars.","https://huskylink.washington.edu/organization/lsamp"
"Lowkey Sports Club","Lowkey Sports Club brings students together to play sports casually, find partners or teams for recreational activities, go to the gym together, and make friends. Our mission is to create a welcoming environment that encourages social connections, promotes active lifestyles, and celebrates the spirit of unity among Huskies. Through a mix of meet and greet, sports and activities events, and sport partner-finding events, we aim to provide a platform for students to unwind, have fun, and build lasting friendships while embracing the joy of casual sports and shared experiences.","https://huskylink.washington.edu/organization/lowkeysportsclub"
"LUX: Film Production Club","Meet people. Make films.The University of Washington’s only collaborative network of filmmakers, LUX strives to promote film production with a focus on narrative storytelling through hands-on production experience, educational programming, and open-minded community-building. Everyone of all skill levels and interests are welcome.To join LUX, all you have to do is join our Slack. Email us atluxvideo@uw.eduor attend one of our meetings for a Slack link!See what LUX is all about:here.","https://huskylink.washington.edu/organization/luxvideo"
"N/A","N/A","https://huskylink.washington.edu/organization/mahjongclub"
"Mariachi Quinto Sol en UW","To promote cultural awareness through traditional Mexican Mariachi music.","https://huskylink.washington.edu/organization/mariachi"
"Marxists At University of Washington","We, Marxists at UW, are an organization of like-minded students who want to make a positive impact on our campus community. We believe that in order to change the world for the better, we must first understand it, and for that reason, we are dedicated to the study of Marxist theory and using it to analyze history, contemporary society, and even our own communities. We are welcoming of members from all racial, gender, sexual, religious, ethnic, and other backgrounds. We believe that one of the most important aspects of college is hearing alternative ideas that challenge our perspectives and cause us to rethink the way we view the world, and we, Marxists at UW, hope to present new ideas that will enrich the lives of students at the University of Washington and help them think more deeply about the world we live in.","https://huskylink.washington.edu/organization/marxists"
"Master of Health Administration Student Association","The purpose of the MHASA is to provide a forum to explore issues of importance to healthcare students and others interested in the improvement of the healthcare system.","https://huskylink.washington.edu/organization/mhasa"
"MBA Association at Foster School of Business","The MBA Association at the Foster School of Business is your gateway to experiencing life outside of the classroom. As a member, you will have a chance to take part in all of the student-run events and activities, and make use of the countless resources that are funded and made available by the MBAA to the Foster School of Business MBA Association. Members of the MBAA have the option to then join additional special interest clubs, like the Finance Society, Marketing Association, and the Outdoor and Sports Industry Club, just to name a few. In addition to providing access to clubs, the MBAA is the source for dozens of other initiatives, including maintaining the student lounge, inviting speakers, recognizing outstanding students and faculty, throwing our world-famous TGs, printing student business cards, managing a new idea fund, facilitating networking opportunities internally and through alumni outreach, and many other things, both big and small.","https://huskylink.washington.edu/organization/mbaa"
"MBA Entrepreneur and Venture Capital Club at the University of Washington","We are the starting point to all things Entrepreneurship and Venture Capital within the UW Foster MBA program.  EVCC exists to serve you and your entrepreneurial instincts, serving as a connection to the wealth of resources across the entire UW campus and PNW ecosystem.An entirely student-led organization, our goal is to create an engaging and immersive environment enabling fellow students to build connections, explore new opportunities, and hone entrepreneurial skillsets across the startup community at Foster and the wider PNW ecosystem. We hope to reinforce UW’s existing entrepreneurial strengths and create a strong community of entrepreneurially-minded students within the Foster cohort, to help each other navigate a traditionally uncharted career path.A few events & benefits to look forward to:Half-Baked Pitch Night CompetitionsPanels & Speaker series ranging from SaaS and Crypto related start-ups to Healthcare and CPG verticals.Direct connections with Seattle's deep VC network through our partner program,Venture FellowsClub member-only events to build pitch skills and entrepreneurship network within Foster","https://huskylink.washington.edu/organization/mba_evcc"
"N/A","N/A","https://huskylink.washington.edu/organization/mcnair"
"Mechanical Engineers for Inclusivity, Diversity, Equity, and Accessibility","ME-IDEA is a student group established to dismantle systemic racism and other intersecting injustices in the University of Washington Mechanical Engineering (ME) department and the broader engineering community. We aim to promote communication and community among graduate and undergraduate ME students, support historically marginalized students, and encourage the department to enact transparent and actionable strategies designed to facilitate equity. Our commitment to creating a more inclusive and equitable space for learning will continue to adapt to serve the current student body's most pressing needs.","https://huskylink.washington.edu/organization/me-idea"
"MEDEX Seattle Chapter","MEDEX Seattle Chapter is an eclectic group of likeminded, proactive individuals dedicated to advancing the practice of Physician Assistants by assisting with the development of education strategies, engaging in our university community, our broader Seattle community and the global community, developing a network of key partnerships, and by generally being excellent to each other.","https://huskylink.washington.edu/organization/medex_pass"
"N/A","N/A","https://huskylink.washington.edu/organization/mhig"
"N/A","N/A","https://huskylink.washington.edu/organization/medical-research-interest-group"
"Medical Student Association","The Medical Student Association is a student leadership and service organization with the primary focus of supporting the student body of University of Washington School of Medicine (UWSOM) and representing its interests. This is accomplished through facilitating communication between the medical student body and the administration, assisting other health science groups in their endeavors, and promoting activities that benefit the social and service orientation of the students of UWSOM. Such activities include organization of social events, community service activities, and subsidizing student interest group activities and intramural sports.","https://huskylink.washington.edu/organization/msa"
"Medical Students with Disabilities and Chronic Illnesses and their Allies","The group will include medical students, residents, and attendings associated with UWSOM and UW Medicine. The primary goals of the student group are as follows: 1. Provide support and a safe place for conversations around disability and/or chronic illness in medicine; 2. Offer a springboard for mentorship between students of different classes and/or resident/attending physicians; 3. Provide a platform for advocacy for students with disabilities and/or chronic illnesses and their allies; 4. Bring awareness to ableism in medicine.","https://huskylink.washington.edu/organization/msdcia"
"Medicine in Motion UWSOD Chapter","Medicine in Motion at UWSOD, is part of Medicine in Motion (MiM), a 501(c)(3) nonprofit organization composed of a diverse group of healthcare providers whose mission is to address medical burnout through fitness, philanthropy, and interdisciplinary community building.Our chapter focuses on students in the School of Dentistry. The group promotes healthy lifestyles and wellness, fundraises for medical research and charity, and builds community among healthcare providers. MiM facilitates various athletic competitions and other events to support wellness and charitable initiatives for students and professionals in medicine, dentistry, nursing, and therapy.","https://huskylink.washington.edu/organization/mimuwsod"
"Medicine, Education, and Development for Low-Income Families Everywhere","MEDLIFE at the University of Washington is a chapter of the larger nonprofit organization dedicated to aiding and empowering low-income families worldwide. We host an annual service learning trip to one of our locations in South America, Central America, or Africa, where our volunteers work at pop-up clinics to provide free medical care for those who are unable to access it otherwise. MEDLIFE aims to be a more sustainable and culturally competent volunteer organization.Besides our international service work, our members are involved in local volunteer initiatives and events for students interested in healthcare and medicine. We raise awareness of inequality in healthcare and empower students to find a community and make a difference.","https://huskylink.washington.edu/organization/medlife"
"N/A","N/A","https://huskylink.washington.edu/organization/medimind"
"Men's Husky Lacrosse Club at the University of Washington","To provide an opportunity to participate in a competitive lacrosse environment for student athletes at the University of Washington.","https://huskylink.washington.edu/organization/huskylax"
"Men's Soccer Club at the University of Washington","The Men's Soccer Club at the University of Washington aims to provide students with the opportunity to play soccer at a competitive collegiate club level. We aim to create an opportunity for full-time students to represent the UW and compete against other local and regional schools.","https://huskylink.washington.edu/organization/msoccer"
"Men's Volleyball Club at UW","To provide a safe and competitive environment to learn and train in the sport of volleyball, while providing ample opportunities to compete in local and national competitions.","https://huskylink.washington.edu/organization/mensvb"
"MESH","Welcome to MESH, a fashion-design focused organization dedicated to cultivating creativity and style! If you're interested in fashion in any aspect--designing, admiring, styling-- you've come to the right place.At MESH, our primary focus is on building a community that embraces members of all skill levels with sincerity and dedication. Whether you're a seasoned designer or a novice, our workshops are created to be accessible and beginner-friendly, providing everyone with an opportunity to learn and grow.These workshops will empower you with essential skills, from the fundamentals of sketching to the intricacies of sewing, enabling you to bring your unique fashion ideas to fruition with proficiency and precision.Beyond honing our members' talents, we also take immense pride in recognizing their achievements. Our annual educational EXPO held every February, is a fun social event that celebrates the our community's creativity! We bring together fashion organizations from all over Seattle to showcase their talent and provide resources for students wanting to continue fashion outside of UW!In May, our student-led fashion show becomes the stage for emerging designers to display their visionary creations. It is a platform that not only exhibits their talents but also encourages innovation and pushes the boundaries of contemporary style.To stay connected with the latest updates on our events and to gain exclusive insights into the world of fashion, follow us on Instagram (@mesh.uw) and join our community on Discord(https://discord.gg/ec96hxbEdn). See you at our next event!","https://huskylink.washington.edu/organization/mesh"
"N/A","N/A","https://huskylink.washington.edu/organization/mic"
"Microphiles Journal @ UW","The Microphiles Journal is an undergraduate microbiology journal put together entirely by students, aiming to showcase the diversity of microbiology to all audiences while providing an opportunity for students to develop their skills in scientific writing, publishing, editing, illustration, and leadership. Individuals from all majors and year groups are welcome to join!","https://huskylink.washington.edu/organization/microphilesjournaluw"
"Middle Eastern & South Asian Law Student Association","The Middle Eastern and South Asian Law Student Association (MESALSA) provides a social, academic, and professional network for law students.MESALSA strives to create a sense of community among students of Middle Eastern and South Asian heritage, as well as students interested in the Middle East and South Asia. MESALSA creates opportunities for students to connect with political and legal professionals in the Greater Seattle Area through events and programs. We are committed to promoting the success of our Middle Eastern and South Asian law students in their professional careers, as well as promoting awareness of issues facing our communities through events and discussion. MESALSA recognizes that the Middle East and South Asia are diverse and distinct regions and celebrates the similarities, uniqueness, and the presence of these communities in the Pacific Northwest.","https://huskylink.washington.edu/organization/mesalsauw"
"Minecraft @ UDub","The MC@UW Team is formed by passionate current and past UW students. We are providing a highly restored campus in Minecraft to meet our members' expectations. Everyone respects other teammates' idea and their goals. Our community is committed to having everyone engage in the server and build a sense of achievement. You can join our Discord community athttps://discord.gg/bAhBTTc!","https://huskylink.washington.edu/organization/minecraftatudub"
"Minorities in Tech","Our mission is to act as a forum to build and foster an inclusive, multicultural environment for underrepresented minority (URM) students in CSE and allies. URM refers to the definition of federally recognized underrepresented minority populations (African American, American Indian/Alaska Native, Hawaiian/Pacific Islander, and Latinx/Hispanic). Through various events and collaborative efforts, we aim to create a supportive ecosystem that embraces diversity, promotes equity, and empowers every member of the MiT community!","https://huskylink.washington.edu/organization/mit"
"Minority Association of Pre-Medical Students at UW","MAPS provides mentorship, shadowing, and volunteer opportunities for minority students. We also host the largest pre-health conference in Seattle and have bimonthly meetings where members can network with healthcare professionals.Our Mission:MAPS at the University of Washington is dedicated to fostering a community of underrepresented pre-medical students and providing members with the knowledge and experiences needed to be socially conscious healthcare professionals.Our History:Established in 1999, UW MAPS is a chapter of the national organization Minority Association of Pre-Medical Students. UW MAPS is affiliated with the parent groups, the National Medical Association and the Student National Medical Association (SNMA).UW MAPS is one of the most active university chapters in the nation. We hold the Region 1 MAPS chapter of the year for the years 2020, 2012, 2011, 2010 and 2009.","https://huskylink.washington.edu/organization/mapsuw"
"Minority Law Students Association","The Minority Law Students Association (MLSA) at the University of Washington seeks to buildcommunity and amplify the voices of individuals systemically marginalized from the law, legal profession,and legal institutions. MLSA seeks to support and promote the concerns of minority law students andinvites all who share our common values to participate.","https://huskylink.washington.edu/organization/mlsa"
"Mixed Student Union","The Mixed Student Union at the University of Washington aims to create a community for students who identify with more than one race, ethnicity, nationality, culture, heritage, etc, and support those students in their exploration.MSU at UW hosts meetings every week which include educational meetings, discussions about mixed people's experiences, guest speakers, movie screenings, game nights, and crafts events.Check out our social media for upcoming meeting information.Also, join our Discord serverhere!","https://huskylink.washington.edu/organization/mixedsu"
"Mock Trial at the University of Washington","To develop public speaking skills, critical and analytical thinking, and legal knowledge through participation in competitive Mock Trial.","https://huskylink.washington.edu/organization/mocktrialatuniversityofwashington"
"Modality","Modality’s goal is to create a community and platform for QTBIPOC (Queer and Trans BIPOC) creatives at the University of Washington. We aim to work as a platform for QTBIPOC students by highlighting their work, sharing resources, and providing opportunities to share creative work. This will be accomplished through an annual zine, exhibition and vending events, artmaking workshops, and other events. As we build our community, we aim to practice values of disability justice, collective liberation, and resisting white supremacy culture.","https://huskylink.washington.edu/organization/modality"
"N/A","N/A","https://huskylink.washington.edu/organization/mode"
"Molecular Gastronomy Lab","Molecular Gastronomy Lab incorporates science and new techniques in the preparation, transformation and artistic presentation of food. The purpose of the club is to employ a scientific approach to culinary that uses principles of chemistry, physics, biology and engineering to explore and manipulate the physical and chemical processes when food is prepared, which includes fermentation. The goal is to create food that is prepared in a new way that is flavorful and presented in an artistic, aesthetically pleasing manner.","https://huskylink.washington.edu/organization/molecular_gastronomy"
"Mongolian Student Association","The Mongolian Student Association (MNSA) is a student-led organization at the University of Washington. Our goal is to be a welcoming and supportive community for Mongolian students of all backgrounds and increase cultural awareness of Mongolian culture on campus through a variety of fun events and bonding experiences.We invite you to come to our events and celebrate Mongolian culture with us!(No memberships are required to attend. For more information, visit us at @mnsauw on instagram)","https://huskylink.washington.edu/organization/mnsauw"
"Montlake Consulting Group","About us: We provide undergraduate students with real world consulting experience with local firms and nonprofits. Networking and career opportunities for students that want to pursue a career in consulting. Enhance the brand-equity of the University of Washington and the Foster School of Business by placing intelligent students on live engagements with clients, and develop leaders and foster growth among dedicated students.","https://huskylink.washington.edu/organization/mcgroup"
"Mortar Board National College Honor Society, Tolo Chapter","WHO BELONGS TO MORTAR BOARD?Mortar Board members are the top scholar-servant-leaders in the junior and senior senior classes on your campus. They are chosen for distinguished ability and achievement in scholarship, leadership and service, all three. They come from all disciplines, departments, research fields, student organizations, ethnicities, culturalbackgrounds, housing types, athletic teams, faith traditions, and philanthropic endeavors. Nationally, Mortar Board members have been chosen since 1918 and have brought distinction to more than 230 campuses. Alumni of our Society are known worldwide as lifetime leaders.WHAT IS MORTAR BOARD?Your college or university’s junior/senior honor society, Mortar Board was invited by your institution’s administration to charter a chapter on your campus. Mortar Board serves the campus community through its purpose to:• promote equal opportunities among all peoples,• emphasize the advancement of the status of women,• support the ideals of the college or university,• advance a spirit of scholarship,• recognize and encourage leadership,• provide service, and• establish the opportunity for a meaningful exchange of ideas.This purpose, over a century old, keeps Mortar Board at the forefront of campus leadership and issues.WHEN CAN I ASPIRE TO BECOME A MEMBER?When you have reached sophomore or junior standing as determined by your institution and if your GPA meets Mortar Board’s threshold, it’s time for you to be considered for membership. Selection of candidates is made once each year, usually in the spring term. If your candidacy is approved by the current chapter of collegiate members on your campus, then it must also be approved by Mortar Board at the national level.WHY IS MEMBERSHIP SO IMPORTANTYou will make a remarkable difference in your campus community alongside the other members of your chapter by coming together to live Mortar Board’s purpose. You will grow as a leader of leaders. You will develop real connections among the best and brightest leaders in your class and with faculty, administrators and staff.Membership in Mortar Board opens doors. Online career development tools allow you to showcase your academic and cocurricular excellence to advance your career. Connections with alumni in your field add to your confidence in the world of work. Fellowships support members’ graduate degree work. Other benefits extend throughout your lifetime. Once you are a member, you may always placethe distinction of Mortar Board on your résumé.HOW DO I BECOME A MORTAR BOARD?You may beselectedto Mortar Board as recognition for your effective leadership, selfless service, and true academic achievement. Youbecomea Mortar Board by serving your alma mater through Mortar Board.","https://huskylink.washington.edu/organization/mortarbd"
"Movimiento Estudiantil Chicane de Aztlan","M.E.Ch.A is committed to advancing the civil and human rights of Latine students on campus and supporting struggles in the community where possible. In M.E.Ch.A meetings and activities, all M.E.Ch.istAs have the right to express their opinions in an atmosphere of respect and cooperation. We are committed to educating ourselves and the general population on the diversity of our people. We are committed to providing the social and cultural atmosphere needed for students to make a more complete transition to this campus. We are committed to promoting the academic efforts of our students and making higher education a reality for Latine students.","https://huskylink.washington.edu/organization/mechadeuw"
"Multicultural Greek Council","​Established in 2002, the Multicultural Greek Council (MGC) aims to unify historically underrepresented chapters on the UW Seattle campus and continues to do so today. In the years since the establishment of the council, MGC is now home to 13 active Greek organizations that span across Asian, Latinx, and progressive interests. Built upon the three pillars of Community, Culture, and Academics, members of MGC continually display qualities symbolic of these, while representing the excellence of their respective chapters. As the council expands in size, the Multicultural Greek Council will continue to provide a safe and inclusive space for the expression of diverse opinions and meaningful social relationships. Greek life at UW is made up of four Greek Councils: Interfraternity Council (IFC), Panhellenic Association, National Panhellenic Association, and Multicultural Greek Council (MGC). Unlike traditional IFC or Panhellenic fraternities and sororities that mandate their membership to reside in furnished houses on Greek Row, MGC’s relatively young status at the University of Washington justifies why many chapters do not have permanent residences. Yet, through numerous social calendar events throughout the year, MGC organizations strive to promote an active campus presence while demonstrating the power of unity among multicultural Greeks with the wider Greek and UW community.","https://huskylink.washington.edu/organization/mgc"
"Muse","Muse Media is a student-led style magazine and collaborative outlet for creatives at the University of Washington.","https://huskylink.washington.edu/organization/musemediauw"
"Museology Union for Student Events and Resources","The mission of this union is to provide all Master’s students in Museology at UW with a connected group that works to:1) Create an inclusive environment for students by fostering an uplifting and involved community2) Connect students with each other and the UW network at large3) Support professional and individual development","https://huskylink.washington.edu/organization/muser"
"Music For a Cause","Music has therapeutic powers to heal and uplift spirits all over the world. Our goal is to bring this power to underprivileged populations all over the greater Seattle area. Everyone is welcome to join-- especially those who love to sing, play instruments, or love helping the community!","https://huskylink.washington.edu/organization/musicforacause"
"Music for Charity at the University of Washington","We are a group of musicians who have a passion of giving back to the community. We organize and facilitate concerts and performances that benefit organizations and charities that impact our community for the better.We have three values that help guide and govern our operations as an RSO at the University of Washington -Spirit of Charity. All members and operations of this organization shall be charitable, amicable, and beneficial to the community. Our members will maintain an attitude of generosity and philanthropy during their involvement with Music for Charity operations and events.Professionalism.All members and operations of this organization shall be executed with the highest standards of detail possible, with an emphasis on thoughtfulness and intentionalism with our actions.Compassion.All members and operations of this organization will exude a spirit of community, kindness, and understanding. The members of this organization will beempathetic to one another during their involvement with Music for Charity operations and events.","https://huskylink.washington.edu/organization/musicforcharity"
"N/A","N/A","https://huskylink.washington.edu/organization/mlcatuw"
"Music of the Enthusiasts","A group of students who enjoy singing pop songs arranged for choir and A cappella.","https://huskylink.washington.edu/organization/musicoftheenthusiasts"
"N/A","N/A","https://huskylink.washington.edu/organization/mmsa"
"Muslim Students Association at the University of Washington","MSA-UW was established in 1968 and today consists of over 150 members, who contribute an array of diverse backgrounds, cultures, and perspectives. The function of the MSA is to provide a supportive and unique Muslim community to our members during our college years. We are an organization run by our student members, and our focus is on community development, service, spiritual growth, and leadership.MSA strives to build an inclusive atmosphere of brotherhood/sisterhood here on campus, empowering Muslim students as we come together for the sake of Allah and strengthen our faith. We work to make MSA a space for creating lasting friendships as we reach out to the larger community to spread understanding and acceptance. We truly value each and every one of our members – it is you who make the MSA what it is. We hope that you'll become involved in MSA and work with us to make our organization better and better!","https://huskylink.washington.edu/organization/msauw"
"Muslims at Foster","Our mission at Muslims at Foster is to create a supportive and inclusive community for Muslim students within the Foster School of Business. We aim to foster an environment that celebrates diversity, promotes understanding of Islamic culture, and provides a platform for networking, mentorship, and professional development. Through cultural events, educational initiatives, and collaborative projects, we strive to enhance the overall experience of Muslim (and non-Muslims) students at Foster, contributing to a vibrant and harmonious business school community that values the richness of different perspectives.","https://huskylink.washington.edu/organization/maf"
"Muslims In Public Health at UW","Hi! We are Muslims in Public Health. We are a group focused on fostering a close-knit Muslim community within the public health sector through engaging in educational workshops, social events, and community service. Our faith encourages us to be advocates for health, equity, and compassion, ensuring that we serve our communities with both knowledge and empathy. Come join us to make a meaningful impact on Public Health.","https://huskylink.washington.edu/organization/miph_uw"
"Narcare, University of Washington Chapter","NARCARE is a chapter of NARCARE(US), a nonprofit that seeks to address the opioid crisis through community empowerment. Our goal is to provide the UW community with the knowledge and resources needed to protect themselves and others
 from the epidemic. Our motto is: ""Empowerment through education. Prevention through action""NARCARE seeks to prevent opioid overdose deaths by distributing naloxone— a drug that can reverse an overdose —and
 spreading awareness on overdose prevention on campus, in the U-District area, and around Seattle. Despite its well-known and obvious effectiveness, most people do not have easy access to naloxone and do not know how to administer it. That is why we offer trainings
 on how to recognize and prevent overdoses. Our events bring together activists, scholars, policymakers, and others who are working on addressing the crisis, so that our members can learn from them. These events help tackle stigma and misinformation.NARCARE was founded by a group of UW students who wanted to counter the despair and apathy associated with the seemingly inexorable opioid overdose crisis.Our
 efforts were galvanized by the loss of a close friend by one of our founders and by an overdose death that occurred in the Art Building at the University of Washington. Opioid overdoses are often the culmination of larger issues, such as poverty, addiction
 disorders, deteriorating mental health, and the homelessness crisis. Therefore, we will collaborate with organizations that are addressing these issues, such as local and state government agencies, universities, health clinics, homeless shelters, and many
 more.Our efforts are guided by the fact that overdose deaths are preventable. By empowering students, community members, businesses, and organizations with naloxone and overdose prevention awareness, we can reduce this
 needless loss of lives.","https://huskylink.washington.edu/organization/narcare"
"N/A","N/A","https://huskylink.washington.edu/organization/natesfanclub"
"National Community Pharmacists Association, UW Student Chapter","Our organization focuses on community pharmacy. This encompasses retail, long-term care, compounding, and consulting pharmacy. Each setting provides a wide array of unique clinical services. NCPA highlights various aspects of community pharmacy through eventsat school, tours of the different pharmacies, meeting and networking with owners and pharmacists who practice in those settings.","https://huskylink.washington.edu/organization/ncpastudent"
"National Lawyers Guild UW Chapter","NLG is an association of lawyers, legal practitioners, law students, and others dedicated to social justice, human rights, and civil liberties. The UW School of Law Chapter is the on-campus forum in which Guild members and other interested persons can examine
 and discuss relevant issues and activities.","https://huskylink.washington.edu/organization/nlguw"
